,count,hate_speech,offensive_language,neither,class,tweet
5838,3,0,3,0,1,weak bitch listen cruel hand singer fell face last night
5839,3,1,2,0,1,shit joel went swore kid kid fucking snitch nigga pussy ratted got
5840,3,3,0,0,0,thanks ignoring text fag
5841,3,1,2,0,1,dragon retard
5842,3,0,2,1,1,realize trash
5843,3,0,3,0,1,face_with_tears_of_joy extra shit seeing hoe weekend
5844,3,0,2,1,1,got kenwood amp probably ghetto right
5845,3,0,1,2,2,ghetto fool
5846,3,0,3,0,1,got toolbox hoe
5847,3,0,0,3,2,got ta like n twin chug everyone
5848,3,0,3,0,1,bad bitch dex okay
5849,3,0,3,0,1,david block bitch
5850,3,0,0,3,2,sound like hysteria bird flu year back lower mortality rate regular flu
5851,3,0,3,0,1,every bitch claim
5852,3,0,3,0,1,bitch give fuck say fuckin lie hairy bitch
5853,3,0,3,0,1,goddamn bird trying say yoburger better guy
5854,3,0,2,1,1,alright amateur grease monkey show done wait sound racist
5855,3,0,1,2,2,hope fuzzy head doesnt tickle much
5856,3,0,2,1,1,say one disparaging word charlie brown xmas special slash tire car
5857,3,0,0,3,2,wondering yo espect add mo colored tv station befo renew dis
5858,3,1,2,0,1,ok guess aint colored know da channel
5859,3,2,1,0,0,gots da bet da msnbc wit dat colored reverend listen colored else missing
5860,3,0,3,0,1,awwww pussy ill show u good turbo lol
5861,3,0,3,0,1,handle lol shit hp bitch stick soo know good double shifting aha
5862,3,0,2,1,1,bitch meet lol
5863,3,1,2,0,1,could make nigga er bad charger phone ripped text ipod ghetto
5864,3,0,3,0,1,lmao yeah bitch lil shit ripped
5865,3,2,1,0,0,suck dick taco el negro better
5866,3,0,3,0,1,yeah bitch taste good fucker
5867,3,1,2,0,1,fuck bitch
5868,3,0,2,1,1,snag ho
5869,3,0,0,3,2,kinda screwed guinea pig experimenting taste instead got interesting result
5870,3,0,3,0,1,slut bucket especially dan hoe
5871,3,0,1,2,2,nope never taken neighbor actual stuff wifi acct info trash can super easy
5872,3,0,0,3,2,one current yankee sell one current bosox sell one player la team sell team yeah
5873,3,3,0,0,0,kid one queer
5874,3,0,3,0,1,thought bitch
5875,3,1,2,0,1,bitch aint fall nothing bet take lick
5876,3,0,3,0,1,hoe show uninvited one day as come outside tho
5877,3,0,3,0,1,almost mad nigguh catch stack lunch close one
5878,3,0,3,0,1,da bitch rockin da club wit boy connor
5879,3,0,3,0,1,nigguh suck
5880,3,1,2,0,1,pussy
5881,3,0,3,0,1,stop retweeting heather im tired seeing bitch tl
5882,3,0,3,0,1,bitch go sleep
5883,3,2,1,0,0,coon monkey like disgust minstrel show negro cry shit time disgrace everywhere
5884,3,0,3,0,1,lmao bitch truth
5885,6,0,0,6,2,kid sold brought back cooked brownie
5886,3,3,0,0,0,yall hire colored folk work half da day throw da mail da sewer aint done
5887,3,0,3,0,1,money get good weed always best pussy sorry friend guess
5888,3,0,3,0,1,pussy
5889,3,1,2,0,1,bitch
5890,3,0,3,0,1,hv load cushion sol would feel good ur dick
5891,3,0,3,0,1,love bitch
5892,3,0,3,0,1,bitch dea as sleep
5893,3,0,0,3,2,ghettoblack
5894,3,0,0,3,2,jordan trash
5895,3,0,1,2,2,everytime pro team gb tourney get schmanged im fanboying im saying think u say trash
5896,3,0,0,3,2,trash snd star would scrape ur team snd pro team
5897,3,0,0,3,2,first second third mistake hearing wu trash thokinda wan give listen kinda dont
5898,3,0,3,0,1,girl wanting shit growing hoe bout month
5899,3,0,0,3,2,nip
5900,3,1,2,0,1,bitch see attack muslim idea math
5901,3,0,0,3,2,cool beaner
5902,3,0,0,3,2,cool beaner got home ready keep couch floating away lol
5903,3,0,3,0,1,bitch actin like celebrity
5904,3,0,3,0,1,oh wow bitch bitching niggasuprized
5905,3,0,0,3,2,know feelwaitno perfect week would yank getting lee gosox gopats
5906,3,0,0,3,2,quick game sox yankshope get home soon
5907,3,0,0,3,2,sorry bout yank earlwho uya like w
5908,4,0,1,3,2,would yankee earlwe know win
5909,3,0,3,0,1,busy raging bitch caring best friend going hell punch kiss_mark
5910,3,0,1,2,2,ghetto driving nice car pay lot rent drive lexus pay little rent saying
5911,3,0,1,2,2,shirt trash crying_face leaving room mess smiling_face_with_smiling_eyes
5912,3,0,3,0,1,wuw wun uv ur hoe dnt send mi pic
5913,3,2,1,0,0,teaching pretend son b pussy son would lace jock strap
5914,3,2,1,0,0,jigaboo aka homewreckers need get blocked
5915,3,0,0,3,2,yeah sorry monkey team keep kicking ppl waiting muh pizza
5916,3,1,0,2,2,toma eso negro
5917,3,1,0,2,2,pinche panamonos negro dan asco
5918,3,1,2,0,1,difference three nig nog
5919,3,3,0,0,0,care tbh one shitty dirty argentino feather fisted nigger
5920,3,0,2,1,1,thank mint happy mothafuggin birthday hoe yellow_heart
5921,3,0,0,3,2,im assuming mickey bubble
5922,3,1,0,2,2,sound like gypos used time lived
5923,3,0,0,3,2,youre cheating mickey bubble
5924,3,0,3,0,1,rhyming ghetto
5925,3,0,0,3,2,gook
5926,3,1,0,2,2,wasp egg
5927,3,1,2,0,1,sound like real cunt
5928,3,0,1,2,2,dayum saterlyt shoz un bayg houl
5929,3,0,3,0,1,sprite hoe
5930,3,0,1,2,2,clever monkey
5931,3,0,3,0,1,mostly move ya dumb bitch haha
5932,3,0,1,2,2,mr mr trash
5933,3,1,2,0,1,look like real dyke
5934,3,0,3,0,1,bitch firstly resting titty secondly u paying attention youd seen said rolled
5935,6,0,6,0,1,lmao fight know ghetto as school dude highly doubt since give fuck
5936,3,0,3,0,1,get rid easily bitch
5937,3,0,0,3,2,bu hate playa yankee hate yankee payroll hate dodger
5938,3,0,3,0,1,watch baseball actually go mets jon stewart fuck yankee
5939,3,2,0,1,0,hate yankee though right feel like really good hating
5940,3,1,0,2,2,hate cowboy yankee
5941,3,0,1,2,2,hey dont u get involved black black situation cause hate whitey b honest mikebrown
5942,3,0,3,0,1,nobody never invite lesbian party bitch
5943,3,0,3,0,1,know imma broke as bitch
5944,3,0,3,0,1,bitch please trying say closer philly
5945,6,0,6,0,1,pussy
5946,6,0,6,0,1,bitch
5947,3,0,3,0,1,stop blowing spur pussy halftimespeech
5948,3,1,2,0,1,many little whiney bitch america someone cry anything ie kid must wear bicycle helmet
5949,3,0,3,0,1,living bitch live thuglife
5950,3,0,3,0,1,pussy
5951,3,1,2,0,1,come rape wife bitch boy
5952,3,0,3,0,1,bitch raised_hand
5953,3,0,3,0,1,cause wan na see bitch as
5954,3,0,3,0,1,one bitch make money
5955,3,0,1,2,2,hey teabagger law made felony keep collect record get fact straight
5956,3,0,1,2,2,discredited per government study good factual pay bill moocher teabaggers republican
5957,3,0,3,0,1,lmfaooo many return faggot gotten
5958,3,0,1,2,2,huge yankee fanenjoy
5959,3,0,0,3,2,bird feather go away
5960,3,0,3,0,1,thanks hoe
5961,3,0,3,0,1,pussy ur mouth really good stress reliever doctor recommend
5962,3,0,3,0,1,think u need massage pussy mouth make u feel le stressed u think
5963,3,0,3,0,1,whatever want since lying as bitch as childish as mother fucker
5964,3,2,1,0,0,yeah suck like fag oh nevermind fag nfl
5965,6,0,1,5,2,got sole
5966,3,2,0,1,0,uk fag mean cigarette faggot bundle stick homo
5967,3,0,3,0,1,admit started shit calling bitch move person_tipping_hand
5968,3,0,3,0,1,bitch
5969,3,0,3,0,1,google bitch search ann b davis sexy match image result
5970,3,0,3,0,1,said vagina fag hasnt seen movie
5971,3,0,3,0,1,become nation giant dripping whiny pussy anyway make dude president iraq even man
5972,3,0,3,0,1,nevermind still little bitch
5973,3,0,3,0,1,might need pummel bitch oncoming_fist
5974,3,0,3,0,1,yo follow back nigguh
5975,3,0,0,3,2,vertical nip barsi already horizontal one think look hella cute
5976,3,0,0,3,2,also put touch nedchuck mix
5977,3,0,2,1,1,pussy
5978,3,0,3,0,1,still ugly hoe still look like muffie arthur smirking_face
5979,3,1,0,2,2,fran hillbilly virginia mountain man pre1800s white anglosaxon belief frankensteinmd kikme
5980,3,0,3,0,1,fuck frank pussy
5981,3,0,0,3,2,saw actual tweet scanning jihadi account put screen shot aid worker r spy
5982,3,1,2,0,1,shut faggot one care
5983,3,0,3,0,1,bitch talk shit got right swerve god damnit da shittt
5984,3,0,3,0,1,nigguh
5985,3,1,2,0,1,call ghetto nunchucksthe reason went jail well
5986,3,0,3,0,1,lmao lyin si bitch told light bulb whole wide world light today ca fuck
5987,3,3,0,0,0,fuck spear chucker
5988,3,0,3,0,1,lmao bitch dumb slap
5989,3,2,1,0,0,tyler make think lil nigger baby hoodrats
5990,3,0,3,0,1,fuckin name hoe
5991,3,0,3,0,1,everyone bitch anyways guy win fan would run revis prime
5992,6,0,6,0,1,rt something else another bitch panty love swear
5993,3,0,0,3,2,would make great baby bird pic bruh
5994,3,1,2,0,1,text fag
5995,3,0,3,0,1,fight hoe
5996,3,0,3,0,1,haha ya hit hoe right
5997,3,0,3,0,1,lol bad forgot hoe made ya sad
5998,3,0,3,0,1,rt see watch finna hit hoe put
5999,3,0,3,0,1,bitch following u first place get fuck tl
6000,3,0,3,0,1,bitch ever seen fight even talking shit
6001,3,0,3,0,1,bitch shut yo little as fucking color emo faget ad nigga u call dumb u know shit
6002,3,0,3,0,1,bitch like pussy go away u much talking much talk fist u get yo dad little fuc
6003,3,0,3,0,1,one bitch talking shit bout shit
6004,3,0,3,0,1,shit hoe hoe pretty sure u level
6005,3,2,1,0,0,wow u hoe term woman
6006,3,2,1,0,0,hate jap aint forgetting gettin japped either
6007,3,0,3,0,1,ur fucken lame bitch face_blowing_a_kiss
6008,3,0,3,0,1,thats thot pussy face_with_tears_of_joy
6009,3,3,0,0,0,whatever hoe bitch 1 fag beat yall sad ass
6010,3,2,1,0,0,fag
6011,6,1,2,3,2,literally told face trash shop hooping
6012,3,2,1,0,0,tit may better looking face make like asian latina tranny fact
6013,3,2,1,0,0,look like welfare bitch compared latinas date fuck need fashion makeup tip tbh
6014,3,0,0,3,2,job u prez protect u throw trashebola er cost daniel money life dog
6015,3,0,2,1,1,lol faggot hid moon bos helping
6016,3,1,2,0,1,never moose lol log faggot finished
6017,3,3,0,0,0,mean bro fucking faggot
6018,3,0,3,0,1,bitch come bitch scared coward man enough fuck last two minute world bitch
6019,3,2,1,0,0,die car accident faggot
6020,3,0,3,0,1,gunna let bitch like
6021,3,1,2,0,1,translation like dont really think dont think queer deserve happy ending
6022,3,0,3,0,1,fuckin moulinyan eggplant
6023,3,0,3,0,1,definition little squirrelly bitch
6024,3,0,0,3,2,via
6025,6,0,6,0,1,fuckkn hate fight big pussy time
6026,3,0,3,0,1,bitch
6027,3,0,3,0,1,im ole bitch memphistn think u rock also
6028,3,1,2,0,1,guy cry whine whenever someone say faggot ridiculous
6029,3,0,0,3,2,think guinea pig okay
6030,3,0,3,0,1,hour home chillin working pussy face_blowing_a_kiss
6031,3,0,3,0,1,lmaooo fag
6032,3,2,1,0,0,faggot
6033,3,0,3,0,1,bitch pussy
6034,3,0,0,3,2,puppet like intentionally forever cripple people ability unify eco political consensus
6035,3,0,0,3,2,referring second put vick slot play trash
6036,3,0,3,0,1,god forbid actually voted give people affordable insurance rate bitch teabag
6037,3,1,0,2,2,worst terrorist republican teabaggers
6038,3,0,1,2,2,guy company best year everunder obamaconservative teabaggers scum
6039,3,2,1,0,0,ur sassy white trash change ur username
6040,3,0,3,0,1,k bitch
6041,3,0,3,0,1,ok faggot
6042,3,0,3,0,1,bullying know u could bully internet bitch came idk u mention bruh
6043,3,0,0,3,2,yes true reagan firstike wouldnt president supreme allied commander
6044,3,0,0,3,2,understand trash cansdumpsters everywhere wait till go somewhere one
6045,3,0,3,0,1,yo girl whats yr potential wan na retard
6046,3,0,3,0,1,bitch lol
6047,3,0,0,3,2,btw happy birthday charlie get better soon
6048,3,0,0,3,2,stay safe charlie
6049,6,0,5,1,1,place ho garden
6050,6,0,6,0,1,pudding right pussy
6051,6,0,6,0,1,right fucking pussy
6052,3,1,0,2,2,lax gun law ur retarded murder bcuz one defend crook gun
6053,3,0,3,0,1,hey still lambdamoo really empty nobody talk except asshole bird
6054,3,0,3,0,1,feel like video band would pussy releasing thank god spiritualized still around make
6055,3,2,1,0,0,learn type ya hillbilly
6056,3,0,3,0,1,real girl like impress bitch waving_hand
6057,3,0,3,0,1,bailey gettin pussy
6058,3,2,0,1,0,human evil man cutting tusk beautiful animal chink think get hard
6059,3,0,3,0,1,way gym already thx bitch
6060,3,0,3,0,1,certain season come around time hoe
6061,3,0,0,3,2,chris stop angry bird spitting n dana go hail ur racial tendicies u infor carter rt n u never talk abt
6062,3,0,0,3,2,jimmy want talk trash wouldve shouldve couldve chris stop talking spitting
6063,3,0,3,0,1,hoe
6064,3,0,3,0,1,bitch goin
6065,3,0,3,0,1,bitch going
6066,3,0,3,0,1,hoe
6067,4,1,3,0,1,k bitch nigga
6068,3,0,3,0,1,stupid bitch apparently
6069,3,0,3,0,1,indeed nigga used use nigger
6070,3,0,0,3,2,diaval get pas virtue mostly bird
6071,3,0,0,3,2,last year explain queer theory acceptable academic term
6072,3,0,3,0,1,bitch unamused_face yeah caught red handed sorry
6073,3,0,0,3,2,merry christmas hun Santa_Claus
6074,3,0,3,0,1,fuck olive bitch
6075,3,0,3,0,1,bitch look like gon blow away fr
6076,3,0,0,3,2,nd kno much love clam lol
6077,3,0,1,2,2,kno love stuffed clam bai
6078,3,2,1,0,0,stop half breed starting learn make dumb as
6079,3,0,3,0,1,already retarded
6080,3,0,3,0,1,crazy bitch
6081,3,0,2,1,1,sure aint colored
6082,3,0,3,0,1,lol got nothin nobody witta man sayin summa hoe lyingggggg
6083,3,2,1,0,0,nigger
6084,3,0,3,0,1,ayy might well get fat hoe even like ab nomo like balla belly
6085,3,0,3,0,1,bitch u u look like full breaded cracker
6086,3,0,3,0,1,yea native black proud bitch
6087,3,1,2,0,1,suppose go team beat u retarded
6088,3,1,2,0,1,really u use another nigga name u follow nigga fucking like faggot kok eyed mother fucker
6089,3,0,3,0,1,bitch u go read wtf put
6090,3,0,3,0,1,never played halo busy slaying bitch
6091,3,3,0,0,0,probs fag vhia
6092,4,0,3,1,1,dgaf hoe
6093,3,3,0,0,0,repeat u white trash
6094,3,0,3,0,1,would know cause fuck hoe
6095,3,0,3,0,1,lol hoe bitch as
6096,4,0,3,1,1,hoe
6097,3,0,3,0,1,boooooi tmi hoe
6098,3,0,2,1,1,heart_suit
6099,3,0,0,3,2,yellow cake chocolate frosting
6100,3,2,1,0,0,look like pretty dyke
6101,3,0,0,3,2,kept border open disease central america lowest workforce part since carter yep real boon nc
6102,3,2,1,0,0,u pull fucking retard
6103,3,1,2,0,1,bitch even know wtf r u talking nigga stop fucking dreaming
6104,3,2,1,0,0,yo fat ugly as could even pull ugly bitch school
6105,3,0,3,0,1,somebody much moron pussy belong force
6106,4,0,1,3,2,make animal cracker taco
6107,3,1,2,0,1,full nigger
6108,6,0,6,0,1,lmaoooo hoe look like wolf_face
6109,6,2,4,0,1,naw drop bitch south dallas rest homeless dog
6110,3,0,3,0,1,tell nigga aint purple bitch nigga black
6111,3,0,3,0,1,mammy push white baby like bitch
6112,3,0,3,0,1,big bro thought house party pajama jam like bitch
6113,3,0,3,0,1,like bitch gram
6114,3,0,3,0,1,lol wouldve beat hoe
6115,3,1,2,0,1,yeah man nigga dipped car left barn getting chased ghetto bird
6116,3,0,3,0,1,young thug aint earn strip yet lol k14 banger wiz dat cuz lil nigguh rap game lol
6117,3,1,2,0,1,wan na get looked funny say nigger public
6118,3,0,3,0,1,basically foam ugly dem bitch look big long floppy nh
6119,3,0,2,1,1,nerve hoe
6120,3,0,3,0,1,baker planted m80 bitch white guy light wick bomb
6121,6,0,4,2,1,monkey cigarette dead serious face_with_tears_of_joy
6122,3,1,2,0,1,female dm talking another nigga faggot b
6123,3,1,2,0,1,tell sound stupid pretending female talking guy faggot
6124,3,0,3,0,1,mean nice try right nigga faggot wan na argue bout anything else continue
6125,3,1,2,0,1,bitch houston
6126,6,0,6,0,1,boy said last night gym bc refuse sloppy like bad built bitch lol
6127,3,0,3,0,1,oh bitch saw instagram post screamed
6128,3,0,3,0,1,rate hoe
6129,3,0,3,0,1,hoe suck
6130,3,1,2,0,1,learned great asia torres person_bowing take note bitch face_with_tears_of_joy
6131,3,0,3,0,1,eew bitch get carrrr
6132,3,1,2,0,1,see dis happens colored man move neighborhood aint sick fo day
6133,3,2,0,1,0,nice way callin yall honky
6134,3,0,3,0,1,really thuggin wtf look like hanging around lil chipotle jamba juice as bitch like litter_in_bin_sign loudly_crying_face
6135,3,0,1,2,2,chunky
6136,3,0,0,3,2,hairy like monkey p
6137,3,0,3,0,1,home one hoe katrina
6138,3,1,2,0,1,shuddup hoe
6139,4,1,2,1,1,ion fb nigga twitter aint worried ig nigga foe everybody try face_with_tears_of_joy bffl got hoe
6140,3,0,3,0,1,fuckin bitch talkin shit bout get hit
6141,3,1,2,0,1,shoulda came family dinner tonightwe talked shitting negro
6142,3,1,0,2,2,aint never orderin colored pizza stow
6143,3,0,3,0,1,see da dayd president coz bitch hoe makin money day way
6144,3,0,3,0,1,im going miss big nig
6145,3,0,3,0,1,lol kid act redneck oviedo
6146,3,1,2,0,1,bitch
6147,3,0,0,3,2,monkey look like
6148,6,0,5,1,1,bad as bitch
6149,3,0,1,2,2,trash
6150,3,0,0,3,2,honky tonk badonka ankh
6151,3,0,3,0,1,lmaoo boy think benny heard lol blasting bitch
6152,3,1,2,0,1,yea ima spin yo hoe
6153,3,0,3,0,1,face_with_tears_of_joy outta line
6154,3,0,3,0,1,r u still talking smh bitch idgaf u stfu talking u going around circle
6155,3,0,3,0,1,fuck hoe meaning stfu hoe lol smiling_face_with_open_mouth_&_cold_sweat
6156,3,0,3,0,1,fuck hoe
6157,3,2,1,0,0,happy birthday faggot
6158,3,0,3,0,1,top notch bitch
6159,3,0,3,0,1,concerned much lady make bitch shit need ego stroked
6160,3,0,1,2,2,see feel betrayed racism come shocked call uncle tom bitter loser
6161,3,1,2,0,1,faggot
6162,3,0,3,0,1,ok hoe
6163,3,0,3,0,1,smirking_face yas bitch much fun
6164,3,0,1,2,2,trash
6165,3,1,0,2,2,funny trash
6166,3,0,3,0,1,unloyal retard
6167,3,0,0,3,2,hoser eh
6168,3,0,3,0,1,whatchu gon bout bitch
6169,3,0,3,0,1,swear disgraceful like bitch line really dry day get email pacsun loudly_crying_face
6170,3,1,2,0,1,allah kiss as yes muhammed bitch like osama binladen
6171,9,7,1,1,0,going blame black man since always blame whitey equal opportunity hater
6172,3,0,3,0,1,name ollie bitch
6173,3,0,3,0,1,pau pissed like boozer pissed bull fan soft faggot
6174,3,0,3,0,1,simmons acted like bitch doc left la face_with_tears_of_joy
6175,3,0,0,3,2,last planet ape kid minute
6176,3,0,3,0,1,twitter folk folk mad someone call nigger
6177,3,0,1,2,2,nice lie teabagger want see make real like reagan conservative another huge lie
6178,3,2,1,0,0,get past boot camp go active year see really daily liberal pussy
6179,6,1,0,5,2,also recommend pack shiner bock hour brisket duty pit feeding oak coal winking_face
6180,3,0,3,0,1,thank much bitch move pull thank ❤️
6181,3,0,3,0,1,fuck tight pussy dripping wet
6182,3,0,3,0,1,haha bitch face_with_tears_of_joy really tho good catch yo pretty fun last time chilled
6183,3,0,3,0,1,yo nig cheeseball
6184,3,0,3,0,1,ouuuuufffff see pussy
6185,3,0,3,0,1,karma bitch bruhh
6186,3,0,3,0,1,fight bitchez bitch much
6187,3,2,1,0,0,eat shit nigga bitch turd bag dick beetle
6188,3,0,3,0,1,bitch sure
6189,3,1,2,0,1,ur cunt nd wish faggot
6190,6,0,6,0,1,ion got ta bitch as thang dont like wtf im saying unfollow
6191,3,1,2,0,1,retard alert
6192,3,0,3,0,1,playas fuck lmao like trash forreal crazy one see eye
6193,3,1,2,0,1,spear chucker hell
6194,3,0,3,0,1,blocked annoying as sand nigger claim biased yet one say anything khan
6195,3,0,3,0,1,play together soon ive playing random faggot fun
6196,3,1,2,0,1,least put caption stealing pic fag lol
6197,3,0,3,0,1,look ghetto fuck
6198,3,0,2,1,1,th guinea pig haunt
6199,3,0,0,3,2,trash talker brah polite diplomatic court
6200,3,1,2,0,1,pussy would show bro
6201,3,0,3,0,1,pussy
6202,3,0,3,0,1,shut miss fag
6203,3,0,0,3,2,see flipping bird
6204,3,0,3,0,1,hotter pussy pepper patchwho make shit anyways
6205,3,0,3,0,1,lem cheer bitch
6206,3,0,3,0,1,let hang nigger
6207,3,0,0,3,2,pick sc take u nip cr
6208,3,0,0,3,2,weird see local yokel journalist get worked enough take pointed side though thought impartial
6209,3,0,3,0,1,care saying calling someone bitch still calling someone name
6210,3,0,3,0,1,ok sink level special kind bitch
6211,3,0,3,0,1,knew gettin pussy later yakked look stoned hell
6212,3,0,3,0,1,fucking bitch
6213,3,0,3,0,1,lmao fucking bitch ima whoop like yesterday trying update roster
6214,3,0,3,0,1,puff pas porn tablet run bitch assless chap swearing catholic
6215,3,2,1,0,0,nigga bitch u fucking cracker get gay as mention
6216,3,0,3,0,1,bad bitch
6217,6,0,6,0,1,real gangster knoww nate aint never loved hoe
6218,3,0,2,1,1,monkey dong
6219,3,1,2,0,1,bitch subtweeted
6220,3,0,3,0,1,fuck yeah hot big blk boot scally lad would get
6221,3,0,0,3,2,th incompletion slant looked like better option shame youth lack trust going
6222,3,0,3,0,1,dumb hoe haha already lost thing ya gave today loudly_crying_face
6223,3,0,2,1,1,haha hoe go hard nigga stooooned lol
6224,3,0,3,0,1,bitch smell like fart holdin since th grade
6225,3,0,3,0,1,bad bitch shit forever ghost
6226,3,0,3,0,1,uhh bitch never overplayed itv
6227,3,1,2,0,1,yeah nigga straight bitch
6228,3,0,3,0,1,yeahbut one wanted followersyou got ta work bitch
6229,3,2,1,0,0,fag
6230,3,1,2,0,1,fag
6231,3,0,3,0,1,dyke even human tbh like empowered dress like man like bitch alien shit
6232,3,0,3,0,1,bitch tryna step u
6233,3,0,1,2,2,partially glad say hi ho kermit frog slip kermit voice well
6234,3,0,3,0,1,sameeee bitch ass lol
6235,3,0,3,0,1,yall tryna fuck bitch game nah
6236,3,2,1,0,0,racist ntx trash w hate see particular man wh n butler
6237,3,1,2,0,1,yeah get trouble le 5 percent chance mistake fucking retard
6238,3,0,1,2,2,hey teabagger bohner said got 98 wanted sequester sound like moron everyone know lying
6239,3,0,3,0,1,else teacher constantly bitch pay
6240,3,0,3,0,1,got bitch though
6241,3,0,3,0,1,said ok u let ur man punch u ur pussy long make u cum
6242,3,0,3,0,1,scared pussy
6243,3,1,2,0,1,nice profile pic fag
6244,3,0,3,0,1,always call away ya need nigs
6245,3,0,3,0,1,retarded lol jk
6246,3,0,2,1,1,ehh tough yeah lol jk course niglet
6247,3,2,1,0,0,term like honkey cracker peckerwood stereotype white people fucking kid sister racist sweet
6248,3,0,3,0,1,pussy put yo as sleep calling nyquil
6249,3,0,1,2,2,way dude fat diet twinkie devil breakfast taco miss breakfast taco
6250,3,0,3,0,1,pussy talk friend seem hard
6251,4,0,4,0,1,bare as cunt hear
6252,3,0,3,0,1,aye hoe
6253,3,0,2,1,1,eff dem ho
6254,3,0,0,3,2,totally smell like brownie every day walk work
6255,3,0,0,3,2,bird hat every hat
6256,3,0,0,3,2,bird hat hat hat beat
6257,3,0,1,2,2,find new hillbilly spiritweek
6258,3,0,0,3,2,fact start forprofit university would sole requirement graduation
6259,3,0,0,3,2,ha actually going see yankee game weird sound uncle house nj hour away
6260,3,0,1,2,2,could get matching burner phone ghetto fab month
6261,3,1,2,0,1,jessica afraid slit throat tomorrow
6262,3,0,3,0,1,fuckin pussy make fun people day radio someone call creep block
6263,3,3,0,0,0,bernstine chi sox jew fag
6264,3,0,3,0,1,like said pussy
6265,3,0,3,0,1,bitch confounded_face
6266,3,0,3,0,1,long tittie nipple havin as bitch
6267,3,0,3,0,1,least one dude gut like opinion qquit bitch keep scrolling
6268,3,2,1,0,0,fag
6269,3,0,3,0,1,ima call different number cuz mom still sum hoe shit
6270,3,0,2,1,1,joey r u retard defense allow avg like point u really need
6271,3,2,1,0,0,thats rooting team hate banwagoning u retard u different favorite
6272,3,0,3,0,1,ill fucking merk bitch dude dont fuck
6273,3,0,3,0,1,ur welcome u bitch
6274,3,0,1,2,2,minute red n yellow rent sign go reg ppl start selling n move
6275,3,2,1,0,0,love racism blame whitey everything mention bet white man put desert tortoise bundyranch
6276,6,0,6,0,1,fuck hoe hoe
6277,3,0,3,0,1,please like snob elissa rich bitch suck
6278,3,0,3,0,1,better called kid pussy
6279,3,0,3,0,1,pussy
6280,3,0,3,0,1,bitch
6281,3,0,0,3,2,argie
6282,3,0,2,1,1,bitch huh nigga gon na damn thing sir page oh u forgot
6283,3,1,2,0,1,shut yo cracker jack buck teeth as native nigga best kind
6284,3,0,0,3,2,nat face_with_tears_of_joy def shiner
6285,3,0,1,2,2,heard hillbilly grumbling bug worse recent year mic shutdown
6286,3,1,2,0,1,xbox live fag
6287,3,0,3,0,1,also better little bitch
6288,3,0,0,3,2,blue cheese cracker intrigue repulse time
6289,3,2,1,0,0,oh shut faggot get disease overused twitter
6290,3,0,3,0,1,nig nog
6291,3,0,3,0,1,bitch starving
6292,3,0,3,0,1,bitch yes make girl mad face_with_tears_of_joy
6293,3,0,3,0,1,could handle iowa pussy kitty
6294,3,0,0,3,2,stegosaurus hissed like snake pterodactyl sounded like crowtrex like cross parrot elephant
6295,6,0,5,1,1,let hoe great
6296,3,0,3,0,1,lmfaoooo tryna see many hoe lure
6297,3,0,0,3,2,guy maine coon total cuddle bum every one ive ever met super friendly
6298,3,0,2,1,1,fag lol
6299,9,3,6,0,1,getting as pounded loving done gay whiney bitch next
6300,3,0,3,0,1,real lil bitch
6301,3,0,3,0,1,understand everyone love pussy
6302,3,0,2,1,1,quote tag bitch
6303,3,0,3,0,1,bad bitch roe r u
6304,3,3,0,0,0,retarded
6305,3,0,1,2,2,also nack autocorrect changed putting phone trash going sleep
6306,3,1,2,0,1,honestly fuck whoever agreed bitch as nigga never going get tupac level
6307,3,2,0,1,0,fag
6308,3,0,3,0,1,understand stop venting bitch give much insight life people deserve
6309,3,0,3,0,1,would want girl stand im man bitch letting
6310,3,1,2,0,1,swear straight bitch
6311,3,0,3,0,1,annoying as fuck boy could still meet fight somwhere else u shut bitch shit fuck boy
6312,3,1,2,0,1,bitch u fuck nigga
6313,3,0,3,0,1,bitch look like one character sesame street yo ugly as
6314,3,0,3,0,1,nigga bitch talking bout boxing u read
6315,3,0,3,0,1,wtf u tryna bitch
6316,3,1,2,0,1,nigga aint fucking champ straight bitch bout shit bitch made
6317,3,0,3,0,1,mama raised bitch right
6318,3,0,3,0,1,fucking ignorant u talk lot shit someone wan na fight mama raised u bitch huh
6319,3,1,2,0,1,stupid little cunt thought could get lower dare spit people fucking fan
6320,3,1,2,0,1,fun getting deported fucking faggot
6321,3,0,3,0,1,nice wigger stache
6322,6,1,5,0,1,oh forgot retarded lol lem break bg hoe lmao
6323,3,0,1,2,2,god bless whitey sleepin tomorrow
6324,3,1,2,0,1,quit bitch
6325,3,0,3,0,1,oh hoe trippin bout
6326,3,0,3,0,1,put lotion bitch as nigga
6327,3,0,3,0,1,got win nicca lmao
6328,3,0,3,0,1,ok nigger raw
6329,3,0,1,2,2,lol one flavor think yellow idk yea bomb
6330,3,0,3,0,1,pussy
6331,3,0,3,0,1,triesto cause drama people said called bitch know didnt hahahaaha
6332,3,0,3,0,1,pussy
6333,3,0,0,3,2,yeah one called race traitor lol
6334,3,0,3,0,1,well know like child murdered kind weird would little bitch twitter list
6335,3,0,3,0,1,said ready bitch okay lmfaoooooooo done
6336,3,0,3,0,1,tell yo bitch stop calling fam
6337,3,0,3,0,1,send bitch express mail overnight delivery
6338,3,0,3,0,1,aha welcome niggah smiling_face_with_horns
